typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20240101","2024","52","2024","842","USA","USA","M","Import","156","CHN","China","0","W00","World","H6","HS","true","294110","Antibiotics; penicillins and their derivatives with a penicillanic acid structure; salts thereof","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","584734","false","8","kg","584734","false","584734","false","0","false","24600867","24386665","24600867","0","true","false",
"C","A","20240101","2024","52","2024","842","USA","USA","M","Import","699","IND","India","0","W00","World","H6","HS","true","294110","Antibiotics; penicillins and their derivatives with a penicillanic acid structure; salts thereof","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","13597","false","8","kg","13597","false","13597","false","0","false","622304","611166","622304","0","true","false",
"C","A","20240101","2024","52","2024","842","USA","USA","M","Import","0","W00","World","0","W00","World","H6","HS","true","294130","Antibiotics; tetracyclines and their derivatives; salts thereof","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","6246482.291","true","15","g","6244629244","false","6246482.291","true","0","false","62648476","62097060","62648476","6","false","true",
"C","A","20240101","2024","52","2024","842","USA","USA","M","Import","156","CHN","China","0","W00","World","H6","HS","true","294130","Antibiotics; tetracyclines and their derivatives; salts thereof","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","6150459.643","false","15","g","6150459643","false","6150459.643","false","0","false","51333304","50970495","51333304","0","true","false",
"C","A","20240101","2024","52","2024","842","USA","USA","M","Import","699","IND","India","0","W00","World","H6","HS","true","294130","Antibiotics; tetracyclines and their derivatives; salts thereof","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","200.014","false","15","g","200014","false","200.014","false","0","false","36554","36394","36554","0","true","false",
"C","A","20240101","2024","52","2024","842","USA","USA","M","Import","0","W00","World","0","W00","World","H6","HS","true","294150","Antibiotics; erythromycin and its derivatives; salts thereof","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","15","g","46354960","false",,"false","0","false","16127883","16042828","16127883","0","false","true",
"C","A","20240101","2024","52","2024","842","USA","USA","M","Import","156","CHN","China","0","W00","World","H6","HS","true","294150","Antibiotics; erythromycin and its derivatives; salts thereof","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","41533.388","false","15","g","41533388","false","41533.388","false","0","false","13402515","13342869","13402515","0","true","false",
"C","A","20240101","2024","52","2024","842","USA","USA","M","Import","699","IND","India","0","W00","World","H6","HS","true","294150","Antibiotics; erythromycin and its derivatives; salts thereof","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2862.58","true","15","g","2500800","false","2862.58","true","0","false","2041936","2026500","2041936","6","true","false",
"C","A","20240101","2024","52","2024","842","USA","USA","M","Import","0","W00","World","0","W00","World","H6","HS","true","294190","Antibiotics; n.e.c. in heading no. 2941","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2964608","false","8","kg","2964608","false","2964608","false","0","false","551503555","545607823","551503555","0","false","true",
"C","A","20240101","2024","52","2024","842","USA","USA","M","Import","156","CHN","China","0","W00","World","H6","HS","true","294190","Antibiotics; n.e.c. in heading no. 2941","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1423110","false","8","kg","1423110","false","1423110","false","0","false","132584807","128848417","132584807","0","true","false",
"C","A","20240101","2024","52","2024","842","USA","USA","M","Import","699","IND","India","0","W00","World","H6","HS","true","294190","Antibiotics; n.e.c. in heading no. 2941","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","155420","false","8","kg","155420","false","155420","false","0","false","34781460","34441053","34781460","0","true","false",
"C","A","20250101","2025","52","2025","842","USA","USA","M","Import","0","W00","World","0","W00","World","H6","HS","true","294110","Antibiotics; penicillins and their derivatives with a penicillanic acid structure; salts thereof","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1547036","false","8","kg","1547036","false","1547036","false","0","false","58927589","58079734","58927589","0","false","true",
"C","A","20250101","2025","52","2025","842","USA","USA","M","Import","156","CHN","China","0","W00","World","H6","HS","true","294110","Antibiotics; penicillins and their derivatives with a penicillanic acid structure; salts thereof","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","427792","false","8","kg","427792","false","427792","false","0","false","13831881","13593233","13831881","0","true","false",
"C","A","20250101","2025","52","2025","842","USA","USA","M","Import","699","IND","India","0","W00","World","H6","HS","true","294110","Antibiotics; penicillins and their derivatives with a penicillanic acid structure; salts thereof","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2791","false","8","kg","2791","false","2791","false","0","false","632153","626235","632153","0","true","false",
"C","A","20250101","2025","52","2025","842","USA","USA","M","Import","0","W00","World","0","W00","World","H6","HS","true","294130","Antibiotics; tetracyclines and their derivatives; salts thereof","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","19048613.587","false","8","kg","19048613.587","false","19048613.587","false","0","false","114533142","109046535","114533142","0","false","true",
"C","A","20250101","2025","52","2025","842","USA","USA","M","Import","156","CHN","China","0","W00","World","H6","HS","true","294130","Antibiotics; tetracyclines and their derivatives; salts thereof","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","18947236.715","false","8","kg","18947236.715","false","18947236.715","false","0","false","98431648","93068022","98431648","0","true","false",
"C","A","20250101","2025","52","2025","842","USA","USA","M","Import","699","IND","India","0","W00","World","H6","HS","true","294130","Antibiotics; tetracyclines and their derivatives; salts thereof","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","0.103","false","8","kg","0.103","false","0.103","false","0","false","34932","34879","34932","0","true","false",
"C","A","20250101","2025","52","2025","842","USA","USA","M","Import","0","W00","World","0","W00","World","H6","HS","true","294150","Antibiotics; erythromycin and its derivatives; salts thereof","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","18305.119","false","8","kg","18305.119","false","18305.119","false","0","false","6589717","6450265","6589717","0","false","true",
"C","A","20250101","2025","52","2025","842","USA","USA","M","Import","156","CHN","China","0","W00","World","H6","HS","true","294150","Antibiotics; erythromycin and its derivatives; salts thereof","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","11843.766","false","8","kg","11843.766","false","11843.766","false","0","false","4001076","3889716","4001076","0","true","false",
"C","A","20250101","2025","52","2025","842","USA","USA","M","Import","699","IND","India","0","W00","World","H6","HS","true","294150","Antibiotics; erythromycin and its derivatives; salts thereof","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","5480.358","false","8","kg","5480.358","false","5480.358","false","0","false","2119328","2106642","2119328","0","true","false",
"C","A","20250101","2025","52","2025","842","USA","USA","M","Import","0","W00","World","0","W00","World","H6","HS","true","294190","Antibiotics; n.e.c. in heading no. 2941","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2588106","false","8","kg","2588106","false","2588106","false","0","false","595030971","589072111","595030971","0","false","true",
"C","A","20250101","2025","52","2025","842","USA","USA","M","Import","156","CHN","China","0","W00","World","H6","HS","true","294190","Antibiotics; n.e.c. in heading no. 2941","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1937657","false","8","kg","1937657","false","1937657","false","0","false","138583572","134131910","138583572","0","true","false",
"C","A","20250101","2025","52","2025","842","USA","USA","M","Import","699","IND","India","0","W00","World","H6","HS","true","294190","Antibiotics; n.e.c. in heading no. 2941","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","93659","false","8","kg","93659","false","93659","false","0","false","17136193","16970468","17136193","0","true","false",
